Region,Country,Year,Sex,Primary enrollment (%),Secondary enrollment (%),Tertiary enrollment (%),No schooling (%),Primary schooling (%),Primary schooling complete (%),Secondary schooling (%),Secondary schooling complete (%),Tertiary schooling (%),Tertiary schooling complete (%),Total schooling (years),Total primary schooling (years),Total secondary schooling (years),Total tertiary schooling (years),Human capital,Human capital adjusted,Population (thousands),Life expectancy (years)
Advanced Economies,United Kingdom,1980,M,95.053382874,79.043937683,24.929708481,5.763049126,38.851242065,28.226480484,44.559791565,7.108860493,10.825910568,7.514307499,8.409490585,5.335474014,2.707211494,0.366804272,2.318566322,4.989989281,17803,73.59
Advanced Economies,United Kingdom,1985,M,97,79.074348450,23.258035660,5.567066669,34.71484375,25.745641708,49.435348511,7.489624977,10.282745361,6.935516834,8.526964188,5.396900177,2.785698414,0.344365299,2.345963955,5.000107288,18414,74.669
Advanced Economies,United Kingdom,1990,M,96.045524597,79.035903931,30.983142853,5.479951382,29.736949921,22.341491699,46.300029755,7.036278725,18.483070374,11.339221954,9.270190239,5.449339390,3.224405289,0.596445799,2.526965141,5.606235981,18156,75.689
Advanced Economies,United Kingdom,1995,M,99.989997864,91.029869080,45.830478668,5.558277607,25.917354584,20.181877136,46.162090302,7.380786419,22.362276077,13.723882675,9.678938866,5.494439125,3.462776423,0.721723139,2.632394552,5.867700100,18446,76.694
Advanced Economies,United Kingdom,2000,M,99.989997864,93.030502319,53.046794891,5.267314911,21.902210236,17.315761566,49.951049805,10.273187637,22.879423141,14.807392120,9.942677498,5.546367645,3.642572880,0.753736317,2.702744484,6.016112804,18887,77.761
Advanced Economies,United Kingdom,2005,M,99.989997864,95.047393799,50.281276703,1.865856647,15.857333183,12.749422073,57.113822937,36.412975311,25.162984848,15.932932854,11.612608910,5.794811249,4.995879173,0.821918249,3.193958044,6.376032352,19604,79.052
Advanced Economies,United Kingdom,2010,M,99.989997864,98.047698975,52.420013428,0.110348083,12.109273911,9.810767174,61.407424927,50.877002716,26.372951508,17.099416733,12.539796829,5.924424171,5.745925426,0.869447410,3.504261017,6.165590763,20049,80.352
Advanced Economies,United Kingdom,1845,MF,21.969377518,0.132835194,0.078687899,,,,,,,,,,,,,,,42.169998
Advanced Economies,United Kingdom,1850,MF,24.111106873,0.170930490,0.096469454,,,,,,,,,,,,,,,42.77
Advanced Economies,United Kingdom,1855,MF,26.391902924,0.219927162,0.118264504,,,,,,,,,,,,,,,40.740002
Advanced Economies,United Kingdom,1860,MF,28.807615280,0.282929152,0.144976556,,,,,,,,,,,,,,,41.945
Advanced Economies,United Kingdom,1865,MF,24.427795410,0.363914043,0.168112740,,,,,,,,,,,,,,,39.75
Advanced Economies,United Kingdom,1870,MF,39.004196167,0.467972070,0.281873375,77.993965149,21.650741577,7.532410145,0.169518933,0.030185094,0.186611772,0.066257931,0.924062252,0.896862388,0.022142472,0.005057355,1.096810341,1.334328651,15390,40.605
Advanced Economies,United Kingdom,1875,MF,49.807552338,0.601606786,0.290204763,76.962532043,22.578466415,8.039617538,0.226020649,0.042250771,0.233230203,0.083502263,0.980904341,0.946097493,0.028472163,0.006334692,1.103062510,1.370257854,19363.091796875,41.450001
Advanced Economies,United Kingdom,1880,MF,77.235198975,0.773108840,0.392802358,73.264915466,26.142263412,9.610275269,0.292292535,0.057495933,0.300529331,0.107891299,1.153115511,1.108145475,0.036801599,0.008168401,1.122223020,1.429911017,17506,42.974998
Advanced Economies,United Kingdom,1885,MF,77.060035706,0.993018091,0.365631938,68.004661560,31.231309891,11.901565552,0.414287567,0.085385099,0.349733263,0.129933208,1.396324277,1.339827418,0.046903409,0.009593352,1.149851084,1.494185209,21428.701171875,44.57
Advanced Economies,United Kingdom,1890,MF,93.051513672,1.274684548,0.393507123,58.769714355,40.246070862,15.918530464,0.584916413,0.127231151,0.399301559,0.151321068,1.814745069,1.743991137,0.059741557,0.011012409,1.198984027,1.586632848,19852,44.119999
Advanced Economies,United Kingdom,1895,MF,95.595413208,1.514372826,0.286203742,51.412048340,47.340160370,19.300895691,0.833299458,0.192625955,0.414489597,0.164385453,2.160208464,2.074099064,0.074531764,0.011577519,1.241128206,1.662105322,24099.82421875,45.41
Advanced Economies,United Kingdom,1900,MF,97.797706604,2.095207214,0.399053663,43.226665497,55.176811218,23.142345428,1.139813304,0.281146079,0.456708282,0.180993214,2.552703381,2.445365906,0.094583169,0.012754096,1.290810585,1.758268118,23248,45.619999
Advanced Economies,United Kingdom,1905,MF,100,2.274443626,0.392282695,34.214138031,62.193038940,26.861124039,3.006898642,0.768279374,0.585926473,0.224027202,3.110118866,2.887194395,0.206725344,0.016199190,1.364805460,1.990895271,27236.380859375,49.919998
Advanced Economies,United Kingdom,1910,MF,100,2.935420036,0.302372247,26.785333633,67.223190308,29.861936569,5.273043156,1.459595680,0.718428612,0.285125166,3.635247231,3.272042274,0.343134075,0.020071017,1.438390374,2.231485605,26108,53.255001
Advanced Economies,United Kingdom,1915,MF,100,2.843654394,0.431978375,20.888736725,71.138519287,32.733108521,7.150131226,2.107066393,0.836935282,0.344092876,4.077226639,3.595372915,0.458233386,0.023620555,1.503390193,2.428776979,30116.208984375,51.205002
Advanced Economies,United Kingdom,1920,MF,100,4.567622185,0.804362595,15.628292084,74.529701233,35.601394653,8.955023766,2.798956394,0.912794769,0.390146792,4.489686966,3.896002054,0.567625940,0.026058970,1.566695571,2.608382940,28245,57.255001
Advanced Economies,United Kingdom,1925,MF,100,9.661437988,0.727626801,10.851556778,76.818946838,38.062744141,11.349905014,3.759005070,1.005537391,0.444246739,4.929835796,4.187777042,0.713063002,0.028995782,1.637193680,2.819708586,30261.109375,58.43
Advanced Economies,United Kingdom,1930,MF,100,21.670537949,0.786715448,7.119881630,76.791007996,39.449115753,15.014385223,5.252632618,1.100788236,0.500742674,5.418972015,4.454113960,0.932827115,0.032030679,1.719265580,3.086773396,31447,60.779999
Advanced Economies,United Kingdom,1935,MF,100,25.810863495,0.831014752,4.467125893,74.539764404,39.580802917,19.820463181,7.281085014,1.197410464,0.562744260,5.940355778,4.684689522,1.220463634,0.035203017,1.811283231,3.392771006,31817.349609375,61.959999
Advanced Economies,United Kingdom,1940,MF,92.366455078,24.125988007,0.589957952,3.164739847,73.205467224,40.300868988,22.415353775,8.666698456,1.237898707,0.615019500,6.242197990,4.824385166,1.380754471,0.037058420,1.866788864,3.572652817,32550.5546875,60.880001
Advanced Economies,United Kingdom,1945,MF,84.732910156,22.441110611,0.935822129,2.153713226,72.678359985,41.345928192,23.790611267,9.713083267,1.400136709,0.707925320,6.456136703,4.932173729,1.481801867,0.042161241,1.907157063,3.709146261,33003.3671875,65.75
Advanced Economies,United Kingdom,1950,MF,100,31.642757416,1.534531474,2.558418751,70.893127441,44.143104553,24.994638443,1.979431152,1.553812504,0.943348408,6.492024422,5.043993950,1.398087382,0.049943205,1.914013624,3.102568150,33348,68.708
Advanced Economies,United Kingdom,1955,MF,100,36.986145020,1.610140920,2.340836048,67.735671997,42.784946442,28.236974716,2.364106894,1.630655289,0.985299587,6.733272552,5.107676506,1.573276758,0.052319162,1.960750341,3.227091312,33190,70.135
Advanced Economies,United Kingdom,1960,MF,86.692306519,60.575344086,9,2.139134884,63.790699005,40.509067535,32.554676056,2.232284784,1.541329741,0.982961595,7.005511761,5.174753189,1.780272603,0.050485890,2.014863014,3.275103569,33551,70.87
Advanced Economies,United Kingdom,1965,MF,86.692306519,60.575344086,12,2.056328773,57.668037415,38.517566681,35.407596588,4.469666958,4.839787960,2.796479464,7.651695251,5.300411224,2.198558331,0.152725399,2.149358749,4.086100578,34681,71.372
Advanced Economies,United Kingdom,1970,MF,98,67,14.100000381,2.159731627,52.067710876,36.175296783,37.477943420,5.447030067,8.294614792,4.861259460,8.057355881,5.393643856,2.400595188,0.263117373,2.238342285,4.589947701,34441,71.948
Advanced Economies,United Kingdom,1975,MF,98,78,18.799999237,2.256479740,46.777568817,32.957168579,40.648754120,6.150823116,10.317198753,6.105933666,8.385822296,5.449998856,2.607360840,0.328462601,2.313085318,4.869978428,34759,72.561
Advanced Economies,United Kingdom,1980,MF,96,80,20.100000381,3.475105286,40.438976288,29.052532196,45.694049835,6.723630428,10.391869545,6.145163059,8.517039299,5.449900627,2.736398697,0.330740720,2.343636751,4.949538708,35557,73.59
Advanced Economies,United Kingdom,1985,MF,97,81,21.700000763,3.409761429,35.701259613,26.136688232,49.357364655,7.020398617,11.531617165,6.726273537,8.758920670,5.508477211,2.885285854,0.365157723,2.401016235,5.100644112,36765,74.669
Advanced Economies,United Kingdom,1990,MF,97,80,30.200000763,3.408959866,31.222299576,23.213735580,48.523521423,6.929427147,16.845218658,9.971990585,9.284959793,5.555205345,3.193410158,0.536344290,2.530700207,5.526085854,36900,75.689
Advanced Economies,United Kingdom,1995,MF,100,92,48.299999237,3.544926643,27.735092163,21.353637695,47.921432495,7.258117199,20.798547745,12.299501419,9.674386978,5.595860481,3.416565895,0.661960959,2.631196499,5.798424244,37378,76.694
Advanced Economies,United Kingdom,2000,MF,100,94,58,3.554370403,23.693910599,18.529977798,50.518661499,10.293571472,22.233057022,13.929867744,9.973847389,5.631819725,3.618769646,0.723258376,2.711182117,5.997507572,38178,77.761
Advanced Economies,United Kingdom,2005,MF,100,96,59,1.306187391,16.965639114,13.489204407,56.674240112,35.386035919,25.053930283,15.495197296,11.572264671,5.817335606,4.943946362,0.810982585,3.181098223,6.380023003,39444,79.052
Advanced Economies,United Kingdom,2010,MF,100,99,61,0.145766139,12.893992424,10.341464996,60.264938354,49.139694214,26.695301056,17.024721146,12.459735870,5.914678097,5.670657158,0.874400318,3.476317644,6.197120190,40296,80.352
Asia and the Pacific,Afghanistan,1950,F,0.286441624,0.030309597,0.004849285,98.543502808,1.230343819,0.302557051,0.046448983,0.017957589,0.167776212,0.050102446,0.075196877,0.058840539,0.011998769,0.004357571,1.007547975,1.189588785,2144,27.638
Asia and the Pacific,Afghanistan,1955,F,0.904842973,0.096192747,0.017424643,98.470573425,1.291889429,0.319000900,0.055031903,0.021335252,0.174489036,0.053227410,0.079412654,0.062097967,0.012760356,0.004554332,1.007972836,1.194941163,2370,29.854
Asia and the Pacific,Afghanistan,1960,F,1.75,0.319999993,0.029999999,98.261688232,1.439497590,0.321464747,0.083045289,0.032676704,0.212839365,0.069640048,0.092473552,0.070581950,0.016242022,0.005649585,1.009290218,1.219017863,2624,32.446
Asia and the Pacific,Afghanistan,1965,F,4.375,0.800000012,0.100000001,98.064262390,1.585251093,0.183446378,0.102924980,0.040919449,0.247555628,0.088535927,0.099980265,0.074089766,0.019168669,0.006721828,1.010048151,1.237951875,2921,34.948
Asia and the Pacific,Afghanistan,1970,F,7,1.600000024,0.200000003,97.072784424,2.233117104,0.268403500,0.256771594,0.094901778,0.437323958,0.166453734,0.165556550,0.116691351,0.036789641,0.012075553,1.016693473,1.328611493,3254,37.409
Asia and the Pacific,Afghanistan,1975,F,7,1.600000024,0.300000012,95.930587769,3.121091366,0.380296230,0.349232584,0.133497849,0.599091887,0.257819116,0.229506746,0.161941096,0.050427426,0.017138217,1.023216009,1.393452525,3661,40.128
Asia and the Pacific,Afghanistan,1980,F,11,3.519999981,0.5,94.295982361,4.005995274,0.451160967,0.745964170,0.270464897,0.983311713,0.445410073,0.355537236,0.237471238,0.089491576,0.028574437,1.036193371,1.526005626,3853,43.244
Asia and the Pacific,Afghanistan,1985,F,10,5.760000229,0.699999988,92.444145203,4.694511414,0.503784001,1.516248584,0.590462804,1.345093846,0.686403096,0.539316237,0.368094146,0.130592138,0.040629949,1.055412412,1.666196585,3486,46.761
Asia and the Pacific,Afghanistan,1990,F,13.076923370,5.760000229,1.100000024,90.513992310,5.556404591,0.812824488,2.204286098,0.985499561,1.725317836,0.919146240,0.726389587,0.511649489,0.161850825,0.052889280,1.075342178,1.801775336,3621,50.331
Asia and the Pacific,Afghanistan,1995,F,30.079999924,10.560000420,2,88.656791687,5.784801960,1.274982929,3.343300343,1.470385313,2.215100050,1.208579063,0.956856728,0.679353058,0.209030032,0.068473607,1.100413084,1.957044601,5061,53.398
Asia and the Pacific,Afghanistan,2000,F,4,0,1.5,84.474319458,10.043446541,3.886921644,3.006068707,1.698754907,2.476162910,1.418269515,1.247521996,0.956684351,0.212948918,0.077888645,1.132867694,2.060186148,5777,55.841
Asia and the Pacific,Afghanistan,2005,F,61.060001373,19,1,83.609069824,7.649815083,2.767825365,6.222652435,2.914970160,2.518459320,1.488856196,1.437830925,1.014671087,0.343013585,0.080146283,1.154633641,2.202346563,7321,58.29
Asia and the Pacific,Afghanistan,2010,F,68.800003052,50,1,77.113853455,7.191726208,2.763660908,13.061399460,5.886240005,2.633443117,1.576789975,2.136528254,1.383763552,0.668560147,0.084204644,1.238192677,2.553965807,8861,61.028
Asia and the Pacific,Afghanistan,1950,M,6.572200775,0.635517418,0.052670300,90.683868408,7.849224091,1.004570365,0.444393009,0.182956219,1.033576846,0.464230448,0.465083271,0.354292005,0.080835082,0.029956166,1.047606826,1.538317323,2321,27.638
Asia and the Pacific,Afghanistan,1955,M,8.338120461,0.808085620,0.090055577,89.627876282,8.579854012,1.109930992,0.577569485,0.242654905,1.222122192,0.594115734,0.532933891,0.398675025,0.097934060,0.036324747,1.054738998,1.596697211,2561,29.854
Asia and the Pacific,Afghanistan,1960,M,12.613720894,1.260402560,0.166569501,87.790443420,9.842279434,1.317927122,0.741314709,0.311796635,1.628656864,0.788698792,0.654664338,0.477004498,0.129312754,0.048347104,1.067656875,1.696787000,2845,32.446
Asia and the Pacific,Afghanistan,1965,M,21.023345947,2.371409893,0.492297530,85.877265930,11.060385704,0.617334843,1.076973557,0.412310690,1.985378265,1.010887384,0.757799208,0.534072697,0.163801208,0.059925307,1.078725100,1.782070398,3161,34.948
Asia and the Pacific,Afghanistan,1970,M,26.427282333,7.871669769,0.789992213,80.218406677,13.627134323,0.946153879,2.409531355,0.827958226,3.744931936,1.775160313,1.238688827,0.806466401,0.321820587,0.110401846,1.131867409,2.121569633,3522,37.409
Asia and the Pacific,Afghanistan,1975,M,34.320667267,10.933848381,1.677513123,75.037055969,16.302604675,1.061942935,3.421235323,1.186431289,5.239099503,2.622218132,1.650358915,1.040556550,0.452576011,0.157226324,1.179435492,2.371199131,3959,40.128
Asia and the Pacific,Afghanistan,1980,M,46.060398102,13.756053925,1.855736971,68.975318909,19.372308731,2.369405985,4.770985603,1.780905843,6.806874752,3.390943766,2.155848503,1.346922994,0.604969263,0.203956395,1.240587234,2.632464409,4160,43.244
Asia and the Pacific,Afghanistan,1985,M,19.664667130,11.293704987,2.041961432,62.173191071,24.088428497,6.398626328,5.590357780,2.308361530,8.148023605,4.447774887,2.872269630,1.930317640,0.690036178,0.251915991,1.332726717,2.898118734,3763,46.761
Asia and the Pacific,Afghanistan,1990,M,25.262327194,9.434154510,2.437342405,58.353874207,26.549980164,10.303869247,5.732856274,2.574726343,9.363287926,5.216536045,3.360954523,2.356205702,0.713152528,0.291596413,1.399472594,3.101878881,3900,50.331
Asia and the Pacific,Afghanistan,1995,M,61.282390594,31.019029617,2,56.511798859,23.979038239,9.925569534,9.263301849,3.671592712,10.245863914,5.841854095,3.782967806,2.650732517,0.810480952,0.321754307,1.459796071,3.317241907,5445,53.398
Asia and the Pacific,Afghanistan,2000,M,30.770942688,46.792877197,1.5,49.585926056,23.375438690,12.070363045,16.207883835,6.772508621,10.830749512,6.313899040,4.717525959,3.366778135,1.007854819,0.342893004,1.602800846,3.700294256,6203,55.841
Asia and the Pacific,Afghanistan,2005,M,99.989997864,34.647048950,1,46.297313690,22.497043610,12.839663506,19.941871643,9.476109505,11.263777733,6.595943451,5.099761009,3.508039951,1.234526277,0.357194453,1.665251374,3.900485754,7854,58.29
Asia and the Pacific,Afghanistan,2010,M,96.895812988,17.265562057,6.901646614,37.549880981,30.644933701,19.787509918,20.442602158,11.234305382,11.362187386,6.712776184,5.618189812,3.903295994,1.353394628,0.361499220,1.753859878,4.086772442,9488,61.028
Asia and the Pacific,Afghanistan,1950,MF,3.499999762,0.341189146,0.029442569,94.457901001,4.670975685,0.796958864,0.253308594,0.103426635,0.617837429,0.254594713,0.281527728,0.216306806,0.047772299,0.017448643,1.028552771,1.399342656,4465,27.638
Asia and the Pacific,Afghanistan,1955,MF,4.666666031,0.461444139,0.054703459,93.877967834,5.077019691,0.871199429,0.326420784,0.134057000,0.718595445,0.317047268,0.318790436,0.241147563,0.056930058,0.020712843,1.032392621,1.437442064,4931,29.854
Asia and the Pacific,Afghanistan,1960,MF,7.269230843,0.800000012,0.100000001,92.814498901,5.810665131,0.971651316,0.425480187,0.174215600,0.949354351,0.426294297,0.388424695,0.285959572,0.074952140,0.027512982,1.039606690,1.507927299,5469,32.446
Asia and the Pacific,Afghanistan,1965,MF,12.923076630,1.600000024,0.300000012,91.730308533,6.509766102,0.459062517,0.609167576,0.229741171,1.150754809,0.546901226,0.442825854,0.314660221,0.094212547,0.033953115,1.045277715,1.566554904,6082,34.948
Asia and the Pacific,Afghanistan,1970,MF,16.961538315,4.800000191,0.5,88.312286377,8.155449867,0.680451095,1.375723720,0.473194331,2.156538248,0.975541770,0.724514186,0.477012783,0.184859827,0.062641568,1.075140595,1.805837274,6776,37.409
